,Unnamed: 0,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop,score
100,100,/mystcare-Disposable-3-Layer-Breathable-Children/dp/B08BYXG1K8/ref=sr_1_78?dchild=1&keywords=face+mask&qid=1618898393&s=hpc&sr=1-78,mystcare Kids Disposable Face Mask 50 Pack Ages 5-12 Filter 3-Layer Safety Face Masks for Kids Daily Use,,4.7 out of 5 stars,"3,163 ratings",In Stock.," 💚Kids Disposable Face Mask(ages5-12):3 Layers Filtration,High density Melt Blown Filter Paper in the middle and Non-woven on both sides. 🕛Disposable Face Mask For Children:Provide the protection,Recommended maximum use time 5-8 hours. 🧒Breathable Kids Safety Face Masks:Made of breathable material,Deformable nose clip that fits the nose perfectly, Can freely adjust the shape according to the face shape.More complete fit to face. 🚅Mouth Cover Face Mask for kids:Better filtration and ventilation,Suitable for school,Crowded airports,Bus stations,Office,Outdoor,Shopping malls,Restaurants,and busy city streets. 🚛50 Pcs Disposable Mask:If you have any questions,Please contact us by email. We will provide you with return service under any circumstances.",childrens,,non-woven melt-spray,3 layer,unisex,disposable,,0
101,101,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg3_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_79_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898393%26s%3Dhpc%26sr%3D1-79-spons%26psc%3D1&qualifier=1618898393&id=1140681711711713&widgetName=sp_btf,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,,,,unisex,,,0
102,102,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg3_1?ie=UTF8&adId=A08345373F252PW6OUI1T&url=%2FBiwisy-50pcs-3-Ply-Disposable-Breathable%2Fdp%2FB08CXMR7R6%2Fref%3Dsr_1_80_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898393%26s%3Dhpc%26sr%3D1-80-spons%26psc%3D1&qualifier=1618898393&id=1140681711711713&widgetName=sp_btf,Biwisy 50pcs 3-Ply Disposable Face Mask Breathable Black Masks of 50 PCS Black,,4.6 out of 5 stars,"24,001 ratings",In Stock., Package: 50 Pcs black disposable face mask packaged in a box These Masks Should Be Disposed of after Each. 50Pcs Disposable Mask: Includes 50 pcs black disposable masks. How to use the mask: 1. Keep the black-side outside 2.Keep the nose clip on the upper side.,universal,black,,3-ply,unisex,disposable,,0
505,505,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg15_1?ie=UTF8&adId=A08345373F252PW6OUI1T&url=%2FBiwisy-50pcs-3-Ply-Disposable-Breathable%2Fdp%2FB08CXMR7R6%2Fref%3Dsr_1_368_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899231%26s%3Dhpc%26sr%3D1-368-spons%26psc%3D1&qualifier=1618899231&id=1431849588770025&widgetName=sp_btf,Biwisy 50pcs 3-Ply Disposable Face Mask Breathable Black Masks of 50 PCS Black,,4.6 out of 5 stars,"24,003 ratings",In Stock., Package: 50 Pcs black disposable face mask packaged in a box These Masks Should Be Disposed of after Each. 50Pcs Disposable Mask: Includes 50 pcs black disposable masks. How to use the mask: 1. Keep the black-side outside 2.Keep the nose clip on the upper side.,universal,black,,3-ply,unisex,disposable,,0
506,506,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg15_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_369_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899231%26s%3Dhpc%26sr%3D1-369-spons%26psc%3D1&qualifier=1618899231&id=1431849588770025&widgetName=sp_btf,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,,,,unisex,,,0
507,507,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg16_1?ie=UTF8&adId=A08445843I2JE514PIKNK&url=%2FNatural-Disposable-US9574136B2-Composite-Materials%2Fdp%2FB08PCFT538%2Fref%3Dsr_1_362_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899298%26s%3Dhpc%26sr%3D1-362-spons%26psc%3D1&qualifier=1618899298&id=2955897238936277&widgetName=sp_atf_next,"1 Sachet FuXion Vita Xtra T for Whole Day Natural Energy, Plus 25 Pcs COPPWARE 3-Ply Disposable Face Mask Gray Using US9574136B2 Copper Carbon Composite Materials for Fresh Healthy Breath",,Previous page of related Sponsored Products,,In Stock.," 1 Sachet FuXion Vita Xtra T for 1 Whole Day Energy 25 Pcs 3-Ply Disposable Face Cover Gray Using US9574136B2 Copper Carbon Composite Materials for Fresh Healthy Breath 1 Sachet FuXion Vita Xtra T for Whole Day Natural Energy, Plus 25 Pcs 3-Ply Disposable Face Cover Gray Using US9574136B2 Copper Carbon Composite Materials for Fresh Healthy Breath",universal,gray,,3-ply,unisex,disposable,,0
111,111,/Face-Masks-Kids-Pack-Adjustable/dp/B08DQB9MS7/ref=sr_1_81?dchild=1&keywords=face+mask&qid=1618898461&s=hpc&sr=1-81,"Face Masks for Kids (50 Individually Wrapped) - 4-Ply Kids Face Mask, Premium Non Medical Kids Mask with Longer Earloops & Adjustable Metal Nose Strip, Disposable Black Face Mask",,4.6 out of 5 stars,"17,209 ratings",In Stock.," 4 Layer Mask & 25% Thicker than the Average Mask – Unlike most flimsy 3-layered masks, our individually wrapped disposable non-medical black masks are designed with four high-quality layers that are at least 25% thicker than the average kids black face masks. Ultra-soft and comfortable, Viva Naturals black disposable mask for kids is designed for a snug and secure fit, without compromising on comfort.  Individually wrapped and easy to store, our masks are perfect for on-the-go convenience. Individually Wrapped for Easy Sharing – Every box includes 50 individually wrapped black face masks to help make it easier to share with family and friends. Your little ones will love wearing them during their favorite outdoor and indoor activities. Upgraded Ear Loops & Metal Nose Strip for a Perfect Fit – Viva Naturals black disposable mask ear loops fit comfortably and can be tied for a more personalized fit. Unlike a lesser quality black disposable face mask made with nylon and polyester round ear loops, ours are made from nylon and spandex for premium comfort and stretch. Adjustable metal nose strips helps your kids black face masks stay put during wear and are perfect for glasses wearers who want to reduce their lenses fogging up! Kid-Friendly Comfort for Everyday Wear – It can be difficult trying to get your little ones to wear a kid face mask. That’s why we created special disposable masks for kids! Our premium four layer design is at least 25% thicker than the average kids disposable face mask, while gentler ear loops and adjustable nose piece lets kids run and play while keeping a snug and secure fit. Suitable for children aged 4-12 years old with parental supervision. Made With Viva Naturals Quality You Trust - For almost a decade we at Viva Naturals have made it our mission to make wellness accessible to all and to bring you and your family high-quality products you can trust. We’ve put in every effort to ensure our new black disposable face mask is up to our standards, and yours.",childrens,various,mixed material,4-ply,unisex,disposable,elastic,0
523,523,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg16_1?ie=UTF8&adId=A09359853LCFF43K1ZZTD&url=%2F100PCS-disposable-shield-filter-protection%2Fdp%2FB08C7HDF1F%2Fref%3Dsr_1_378_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899298%26s%3Dhpc%26sr%3D1-378-spons%26psc%3D1&qualifier=1618899298&id=2955897238936277&widgetName=sp_mtf,100PCS 3 ply black disposable face mask filter protection face masks,,4.7 out of 5 stars,"21,505 ratings",In Stock.," 1.3 Layers face mask -It's made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable. 2.Unique Designed Masks - Comfortable elastic earloop, extra-soft ear loops eliminate pressure to the ears. Inner layer is made of soft facial tissue, no dye, gentle to the skin. 3.Made of environmental friendly material,Great choices for you or your family.Take care of yourself and hope all of trouble will be end as soon as possible.Good luck to everyone and hope all is well. 4.Black disposable face mask which great for painting, construction, building site, nail salons,fog and haze weather,gray sky,dust weather, snow weather and more 5.High quality face masks,package include 100PCS,please confirm carefully when placing an order",universal,various,non-woven melt-spray,3 ply,unisex,disposable,elastic,0
110,110,/Disposable-Face-Masks-Breathable-Comfortable/dp/B084TQKLCC/ref=sr_1_80?dchild=1&keywords=face+mask&qid=1618898461&s=hpc&sr=1-80,Disposable Face Masks - 50 PCS - For Home & Office - 3-Ply Breathable & Comfortable Filter Safety Mask,,4.5 out of 5 stars,"41,534 ratings",Only 11 left in stock - order soon., ALl Made in the USA 50 Masks included! Not for Medical use Comfortable Breathable Ear-loops,universal,,,3-ply,unisex,disposable,,0
517,517,/DreamWear-Full_Face-Headgear-Magnetic-Clips/dp/B07FCWT3Q9/ref=sr_1_372?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-372,DreamWear Full_Face Mask Headgear with Magnetic Clips,,4.7 out of 5 stars,"2,395 ratings",In Stock., Freedom of Movement Under the nose full face cushion MPN: 1133450 Headgear ONLY Open design offers a wide field of vision,universal,,,,unisex,,,0
109,109,/DIOLV-Disposable-Layer-Protective-Masks/dp/B08H1XHH37/ref=sr_1_79?dchild=1&keywords=face+mask&qid=1618898461&s=hpc&sr=1-79,DIOLV 50 Pcs Disposable Face Mask 3 Layer Protective Masks Black,,4.7 out of 5 stars,"4,775 ratings",In Stock.," Package: 50Pcs Face Mask in one box. Neatly packed. Dimension: 6.89 inch x 3.74 inch 3-Layer of Protection: Ideal mask with three-layer design, soft and comfortable Adjustable Metal Strip : Better fit your face, fits multiple face shape Elastic Ear Loops: with upgrade elastic ear loops, no pressure on your ears Recommend to replace a new mask in every 4 hours. If you receive the wrong size or wrong color face masks, please contact us",universal,black,,3 layer,unisex,disposable,elastic,0
108,108,/Miuphro-Black-Protection-Against-Pollution/dp/B08NPKVCJG/ref=sr_1_78?dchild=1&keywords=face+mask&qid=1618898461&s=hpc&sr=1-78,"KN95 Face Mask 50 Pack, Miuphro Black KN95 Mask Protection Against PM2.5 Dust, Air Pollution",,4.6 out of 5 stars,294 ratings,In Stock.," ❤【The Filter Efficiency More Than 95%】Our KN95 mask is made of 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer, offers more protection than a standard disposable 3-Ply mask. The filter efficiency is 95% greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc ❤【Fit the Facial Lines】 These 50Pack KN95 face mask are lightweight and foldable, can cover mouth, nose and chin easily. Creates a tight seal & stops glasses from fogging. The 3D design provide enough space for you to breathe ❤【Skin-friendly and Comfortable】 These KN95 face mask use skin-friendly non-woven fabric, no irritation to your skin, High-elastic ear loops and adjustable nose clip to ensure a comfortable fit and no strain of ears. ❤【Provide Effective Protection】 High breathability 5-Layer Non-Woven masks using standard safety materials can provide multi-effect protection.offer a powerful 5-layered filter for extra support against debris and dust will help every mask wearer ❤【WIDELY USE】 It’s a best mask to wear it when you travel through congested airports, bus terminals, malls, party and busy city streets. keep you from dust, PM 2.5, haze, smoke, automobile exhaust, etc.Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s",universal,various,non-woven melt-spray,kn95,unisex,disposable,elastic,0
512,512,/Activated-Carbon-Filter-Insert-Replaceable/dp/B088WV4MMR/ref=sr_1_367?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-367,50 PCS Adult PM2.5 Activated Carbon Filter Insert 5 Layers Replaceable Anti Haze Filter Paper,,4.7 out of 5 stars,"2,328 ratings",In Stock.," Fast Delivery- FBA shipment and Reliable After-Sale Service Reasonable Size: Activated Carbon Replaceable Anti Haze Filter. Filters size: 12x 8 cm/ 4.7 x 3.1 inch. Filtration technology: made of activated carbon and non-woven melt-blown filter cloth, five-layer filter system effectively keep away from and a range of airborne contaminants. Five-layer Filtration: Multiple protection to isolate dust, multi-layer folding, good ventilation, double your protection with an additional filter. Wide applications: Activated Carbon Filter anti airborne particles dust, smoke,pollution,ash,gardening pollen and so on,suitable for most occasions.Filter insert can not be cleaned and should be replaced every 3-4 days","adult, suitable for most, ",,non-woven melt-spray,filter pocket,unisex,,,0
514,514,/Premium-Disposable-Elastic-Earloops-Outdoors/dp/B08Z1QXGWK/ref=sr_1_369?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-369,"Premium Box of 50 Single Use Disposable Face Mask, Soft on Skin, Pack of 3-Ply Masks Facial Cover with Elastic Earloops Great For Home, Office, School, and Outdoors (50 Masks)",,4.2 out of 5 stars,12 ratings,In Stock.," HIGH QUALITY PRODUCT: The Face Masks are gentle on the skin and feel comfortable and easy to put on and take off, Our high-quality filtering face masks ensure a physical barrier to smoke, droplets, dirt, dust and powder, It can help block pollution so you can breathe easily and safely in any environment, they are disposable so you don’t have to worry about washing or storing them. FLEXIBLE AND COMFORTABLE: These disposable masks are designed to be lightweight and breathable, With the feature of unfolding and expanding, the face masks will ensure full coverage of your nose and mouth, while the soft elastic ear loops will not cause discomfort or irritation, Just slip the elastic bands over your ears and press the metal strip around the bridge of your nose to create a light seal around your face. WIDELY USABLE: Breathable Non-Woven Mouth Cover for Personal, Suitable for Home, Office, Outdoor and other public places such as Commuting, Gardening, Short trips, Driving, Sports, and Outdoors. 100% SATISFACTION GUARANTEE: Your safety and health are our Concerns, Please feel free to contact us if you have any questions. We will do whatever is necessary to resolve your problem to ensure you get the best shopping experience. This mask is not intended for medical use, and not proven to reduce the transmission of disease",universal,red,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
562,562,/Wel-Blackhead-Remover-Mask-Activated/dp/B088FXHP3Y/ref=sr_1_409?dchild=1&keywords=face+mask&qid=1618899365&s=hpc&sr=1-409,"Wel Black Peel Off Face Mask - Charcoal Face Masks - Blackhead Remover Mask with Brush - Facial Mask - Deep Pores Cleansing, SkinCare",,4.1 out of 5 stars,818 ratings,In Stock.," ✅Black mask will deeply clean your skin, remove blackheads, whiteheads, acne, and dark spots. Activated charcoal draws out toxins, dirt, and impurities that clog pores for a renewed, making your face smooth and healthy-looking ✅Black peel off mask consists of only organic and natural ingredients, such as bamboo charcoal, coconut oil, and vitamin E which will detoxify your skin and make it much softer. Each set contains a silicone applicator for your convenience. ✅Before applying black peel off mask, use a warm towel on your face to open the pores. Then dry the skin and apply a thin layer of clear face mask for better exfoliation. Important - apply the blackhead removal mask to the dried skin. A deep pore cleaner, this activated black charcoal face mask helps remove impurities, blackheads and blemishes for toned, radiant skin. ✅In the package there are one black mask and one gift brush. Pamper your face and face of your loved ones with gift-black mask set. Our activated charcoal black mask for men and women. ✅Our purifying black clay mask the consists of natural ingredients: aqua, glicerin, bamboo charcoal, coconut extract.",universal,various,,,unisex,,,0
98,98,/HIWUP-Masks-Disposable-Multicolored-colors/dp/B08LYR57HY/ref=sr_1_76?dchild=1&keywords=face+mask&qid=1618898393&s=hpc&sr=1-76,"HIWUP Face Masks, Masks for Women and Men 3 Layer Disposable Face Masks with Nose Clip and Ear Loops Multicolored Pack of 50 (5 colors)",,4.5 out of 5 stars,"46,788 ratings",In Stock.," MULTICOLORED: 5 colors, each color is individually packaged(10pcs Pink +10pcs Purple +10pcs Yellow +10pcs Cyan +10pcs Chartreuse). BREATHE EASILY: This mask is for general use, effectively blocks droplets and dust. Non-woven can wisk away moisture. NOTE: single use only. 3 LAYERS PROTECTION: Three layers, of protective filtration which includes non-woven fabric outside, Melt-blown fabric filter in the middle and soft non-woven fabric inside for comfort. COMFORT: Soft elastic and bendable nose bridge help the mask conform to the face. UNIQUE DESIGNED: Comfortable elastic earloop, extra-soft ear loops eliminate pressure to the ears. Inner layer is made of soft facial tissue, no dye, gentle to the skin.",universal,various,non-woven melt-spray,3 layer,unisex,disposable,elastic,0
538,538,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg16_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_393_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899298%26s%3Dhpc%26sr%3D1-393-spons%26psc%3D1&qualifier=1618899298&id=2955897238936277&widgetName=sp_btf,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,,,,unisex,,,0
531,531,/Disposable-Effective-Breathable-Safety-Childrens/dp/B08K8P7QRM/ref=sr_1_386?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-386,"50 Pack Kids Face Mask Disposable, Effective and Breathable 3-Ply Safety Childrens Masks",,4.7 out of 5 stars,381 ratings,In Stock.," Kids face mask: kids face mask adopts a stable fit and slip-on convenience, the unique design provides excellent adhesion around the nose and chin and is easy to store & carry. Skin-friendly: childrens mask after layer-by-layer screening, which is made by soft and delicate non-woven melt blown fabric, breathable and comfortable to wear. Breathable comfort: kids face mask designed with high-quality fabric for maximum comfort, comfy elastic loop eliminate pressure to the ears. Let your children wear these childrens mask for a long time without feeling uncomfortable. 3-layer protection:triple-ply filters make our kids mask isolate dust, haze, allergies, pollution, ash, pollen, vehicle exhaust and fumes. Service commitment: providing you with excellent products and services is our primary goal. If you have any comments or suggestions about kids face mask, please contact us, we will provide you with a solution within 24 hours.",childrens,,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
537,537,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg16_1?ie=UTF8&adId=A08345373F252PW6OUI1T&url=%2FBiwisy-50pcs-3-Ply-Disposable-Breathable%2Fdp%2FB08CXMR7R6%2Fref%3Dsr_1_392_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899298%26s%3Dhpc%26sr%3D1-392-spons%26psc%3D1&qualifier=1618899298&id=2955897238936277&widgetName=sp_btf,Biwisy 50pcs 3-Ply Disposable Face Mask Breathable Black Masks of 50 PCS Black,,4.6 out of 5 stars,"24,003 ratings",In Stock., Package: 50 Pcs black disposable face mask packaged in a box These Masks Should Be Disposed of after Each. 50Pcs Disposable Mask: Includes 50 pcs black disposable masks. How to use the mask: 1. Keep the black-side outside 2.Keep the nose clip on the upper side.,universal,black,,3-ply,unisex,disposable,,0
513,513,/Emmzoe-3-Layer-Filter-Disposable-Breathable/dp/B08C6WH5JW/ref=sr_1_368?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-368,Emmzoe 3-Layer Filter Kids Disposable Breathable Face Masks - 5 Individually Sealed Designs - 50 Pack,,4.8 out of 5 stars,138 ratings,In Stock.," Includes 5 various kids-friendly designs. Each design comes sealed in a 10 pack for a total of 50 masks. Designs include cars, dinosaurs, strawberries, pandas, and zoo animals. Recommended for ages 3-12. Great for general use outdoors and indoors. Perfect for school, walks, shopping, and more. Nose strip can be formed and molded to child's nose for better sealing and comfort. 3 layers made from melt-blown and non-woven fabric for better protection. Fun and colorful earloops hold mask onto child's face. Easy to put on and take off.",childrens,colorful,non-woven melt-spray,3 layer,unisex,disposable,,0
535,535,/Hxihan-Disposable-Individually-Wrapped-Protective/dp/B08SR8FL1L/ref=sr_1_390?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-390,Hxihan Disposable Individually Wrapped Face Masks 3-layer Filter 50 Pack Protective Safety Face mask,,4.8 out of 5 stars,12 ratings,In Stock.," 💚Individually Wrapped Face Mask For Adult:3 Layers Filtration,Melt Blown Filter and Non-woven.3D Structure easy to breath. 🕛Disposable Face Mask For Adults:Fabricated by high -quality skin friendly materials,Provide the protection,Recommended maximum use time 5-8 hours. 🚅Mouth Cover Safety Face Mask 3-layer:Suitable for school,Crowded airports,Bus stations,Office,Outdoor,Shopping malls,Restaurants,and busy city streets. 👨‍👨‍👧Safety Face Masks:Made of breathable material,Deformable nose clip that fits the nose perfectly, Can freely adjust the shape according to the face shape.More complete fit to face.","adult, ",,non-woven melt-spray,3 layer,unisex,disposable,,0
534,534,/Celavi-Collagen-24-Sheets-Classic-Skincare/dp/B08PPW73QX/ref=sr_1_389?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-389,Celavi Collagen Facial Face Mask (24-Sheets) Classic Korean Skincare,,4.6 out of 5 stars,36 ratings,In Stock.,,universal,,,,unisex,,,0
533,533,/Pieces-Disposable-Lightweight-Covering-Adults/dp/B08D6845V5/ref=sr_1_388?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-388,"Kids Face Masks, 50 Pieces Disposable Masks, Lightweight Dust Mask Face Covering, Small Lightweight Masks for Kids, Youth, or Small Adults",,4.6 out of 5 stars,89 ratings,In Stock.," BREATHABLE AND COMFORTABLE - the Hatrigo disposable face mask for kids, youth and small adults. Earloop face mask with adjustable nose clip design for a comfortable fit. SMALLER SIZE WITH SAME HIGH QUALITY STANDARDS - smaller than standard size, these kids mask are 5.75 inch x 3.5 inch and carefully produced facemasks with non-woven fabric and meltblown interior filter. 3 LAYER FACE MASK - lightweight paper PPE face mask for kids and adults to help filter out most debris or dust. BUDGET VALUE PACK - multi-pack disposable masks for one-time daily use only. Each facial mask for sale is produced and inspected to ensure a high quality face mask. ADJUSTABLE SIZE FOR KIDS AND ADULTS - recommended for 5 years or older. Not intended for children under the age of 2 or anyone who is unable to remove the mask without assistance.",childrens,,non-woven melt-spray,3 layer,unisex,disposable,,0
95,95,/Disposable-Face-Mask-Comfortable-Protective/dp/B08G4KDG59/ref=sr_1_73?dchild=1&keywords=face+mask&qid=1618898393&s=hpc&sr=1-73,Disposable Face Mask - 50pcs Comfortable Protective Mouth Cover 3-Ply Breathable Anti Dust Filter Safety Mask for Indoor Outdoor Home Office Travel (Leopard),,4.8 out of 5 stars,"1,340 ratings",In Stock.," SUPERIOR PROTECTION - Efficiently filter out dust and allergens with these disposable masks for protection. Designed with three layers of protection in packs of 50, which is ideal for daily use SOFT & COMFORTABLE - Outer Layer: 100% Spunbond Polypropylene; Middle Layer: 100% Melt Blown Polypropylene; Inner Layer: 100% Spunbond Polypropylene. The 3-layers folding structure design allows you to breathe more smoothly FIT ADJUSTMENTS - Built-in adjustable nose bridge, sturdy elastic earloops to easily fit all sizes, tightly integrated with the face, more effective protection HIGHLY EFFICIENT - Made with soft, comfortable and breathable non-woven material that's non-irritating even for sensitive skin. Reduce the spread of germs from yourself and loved ones DEPENDABLE QUALITY - Protective mouth cover mask, perfect for indoor, outdoor, home, office, travel, shopping, schools, and personal use to protect against dust, pet dander, pollen, smog, and other air pollutants",universal,red,non-woven melt-spray,3-ply,unisex,disposable,elastic,0
114,114,/Disposable-Breathable-Designs-Colorful-Adjustable/dp/B08QJDWLZ1/ref=sr_1_84?dchild=1&keywords=face+mask&qid=1618898461&s=hpc&sr=1-84,"Disposable Face Masks for Women, Breathable Face Mask for Adults with Cute Designs, Colorful Lace Fashion Pattern, Adjustable Nose Wire and Elastic Ear Loops. 50Pcs",,4.5 out of 5 stars,150 ratings,In Stock.," 👉【Three Layers Breathable Face Mask】: The disposable face mask are made of high quality. Outer layer help to block the polluted air particles. Middle layer has good air filtration.The inner layer is breathable and skin-friendly. 👉【Fashion Disposable Face Mask with Design】: The disposable face mask with sexy and elegance lace print pattern, make you look more fashionable and chic, suitable for women, lady, girls and most people. Notice it's printed pattern not lace material. 👉【Friendly Design Face Mask】: Face mask disposable with strong and soft elastic ear loops, pose less press to ears and face, suitable for long time to wear. Designer face mask with adjustable and bendable metal nose clip fits your face better. 👉【Widely application】: There are five color fancy lace face mask in the box.You can choose a matching color mask according to your mood or clothing. It can be used for any occasions. Suitable for costume parties, office, wedding, cocktail parties etc. Applies to outdoor and indoor Size: 6.8“ x 3.7“, Using 5 individual packages, 10 Pcs are packed in each plastic bag. It will be more sanitary and convenient in daily use. 50Pcs in the box.",childrens,colorful,,,womens,disposable,elastic,0
504,504,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg15_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_367_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899231%26s%3Dhpc%26sr%3D1-367-spons%26psc%3D1&qualifier=1618899231&id=1431849588770025&widgetName=sp_btf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,unisex,,elastic,0
530,530,/Collagen-12-Sheets-Skincare-Moisturize-Pigmentation/dp/B07FPJHPX1/ref=sr_1_385?dchild=1&keywords=face+mask&qid=1618899298&s=hpc&sr=1-385,Celavi Collagen Facial Face Mask (12-Sheets) Classic Korean Skincare,,4.6 out of 5 stars,"5,225 ratings",In Stock.," Authentic Korean facial masks, when used regularly they can help diminish signs of spots, pigmentation, circles, and puffiness. Our collagen face masks help create firmer, healthier, more balanced skin for radiant confidence. Moisturizing Hydration – Infused with natural botanical ingredients like tea tree, cucumber, honey, charcoal, and avocado, it’s gentle on dry, oily, or sensitive skin. Revitalizing Skin Therapy – A deeply-hydrating experience, our face mask sheets infuse your skin with vital moisture while helping improve overall and firmness. Premier Face Mask Quality – Celavi Korean sheet masks offer safe, natural support, include 12 total face mask packs and come backed by a satisfaction guarantee you can trust.",universal,red,,,unisex,,,0
97,97,/WeCare-Disposable-Masks-Individually-Wrapped/dp/B08DGBFSGF/ref=sr_1_75?dchild=1&keywords=face+mask&qid=1618898393&s=hpc&sr=1-75,"WeCare Disposable Face Masks For Kids, 50 Tie Dye Masks, Individually Wrapped",,4.7 out of 5 stars,"7,741 ratings",In Stock.," PERFECT FOR KIDS: Sized at 3.7 inches x 5.7 inches, they fit comfortably on boys and girls, even toddlers! Now you can take your children with you to the store, go on trips, and send them to school or camp safely! READY TO GO: Each mask in this box is individually sealed so they are perfect to throw in your purse, handbag, or stash in your child's pocket or backpack and they will remain sanitary and clean! CUTEST COLORS & DESIGNS: Let your kid be the cutest boy or girl on the block with this tie dye mask. WeCare also has children’s masks in more than a dozen solid colors and fun prints, as well as matching adult masks. LIGHT & BREATHABLE: Designed for the utmost in comfort, these masks are painless and adjustable. They offer full coverage of the nose and mouth and allow kids to play and learn freely. 3 PROTECTIVE LAYERS: The innermost layer is super soft and gentle on the skin, and the outer leak-proof layer covers the high density filter. Latex free. An adjustable metal wire runs along the top as a nose clip.",childrens,,,,unisex,disposable,,0
