,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop
394,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg12_1?ie=UTF8&adId=A09359853LCFF43K1ZZTD&url=%2F100PCS-disposable-shield-filter-protection%2Fdp%2FB08C7HDF1F%2Fref%3Dsr_1_282_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896681%26s%3Dhpc%26sr%3D1-282-spons%26psc%3D1&qualifier=1618896681&id=5949289990302890&widgetName=sp_mtf,100PCS 3 ply black disposable face mask filter protection face masks,,4.7 out of 5 stars,"21,502 ratings",In Stock.," 1.3 Layers face mask -It's made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable. 2.Unique Designed Masks - Comfortable elastic earloop, extra-soft ear loops eliminate pressure to the ears. Inner layer is made of soft facial tissue, no dye, gentle to the skin. 3.Made of environmental friendly material,Great choices for you or your family.Take care of yourself and hope all of trouble will be end as soon as possible.Good luck to everyone and hope all is well. 4.Black disposable face mask which great for painting, construction, building site, nail salons,fog and haze weather,gray sky,dust weather, snow weather and more 5.High quality face masks,package include 100PCS,please confirm carefully when placing an order",universal,various,non-woven melt-spray,3 ply,mens,disposable,elastic
395,/Styling-Essentials-Twilight-KARIZMA-Fabric/dp/B08N1L977N/ref=sr_1_283?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-283,Styling Essentials in Twilight Face Mask by KARIZMA Fabric Face Mask 4 Pieces,,4.1 out of 5 stars,113 ratings,In Stock.," ENSEMBLE COLLECTION: Never run out with a mask for everyday errands with our pack of 4 masks. One pink, blue, grey and black mask. WASHABLE FACE MASK: Our lightweight face masks offer a practical and comfortable fit for your everyday travel and activities. Great if you are looking for a lightweight mask instead of a thick, heavy item. Hand wash the fabric masks at 40 degrees. Do not tumble dry. FABRIC & FIT: Mask is made from light, finely woven stretch fabric that is so comfortable to wear. 3-D shape of this mask fits over the curve of your face, and over the bridge of your nose. Lightweight design of the mask helps you to breathe easily throughout the day. KARIZMA: Through many conversations, projects and collaborations with celebrity stylists, influencers and icons our brand has developed to what it is today. We create pieces for people to feel beautiful, confident and special from within to empower them to share their positive voice to the world. THE KARIZMA PROMISE: Take the Karizma face mask home and love this beautifully designed piece. We know you are a VIP client and will only provide you with the finest product and service or we’ll refund you fully. Add your face mask to your cart and experience the Karizma brand in person.",universal,various,NA,NA,mens,reusable,elastic
396,/Single-use-Non-sterile-Appropriate-medical-personal/dp/B08KWWJHN4/ref=sr_1_284?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-284,"BYD CARE Single-use Level II Ear Loop Mask, Non-sterile, Appropriate for medical or personal use (50)",,4.6 out of 5 stars,219 ratings,In Stock.," One-size-fit-all design with elastic ear loops Soft, easy-to-wear, and comfortable experience 10 pcs per bag; 5 bags per box Easy for distribution; Perfect for indoor and outdoor application Consist of three layers of high quality nonwoven material",universal,NA,NA,NA,unisex,disposable,elastic
397,/Made-USA-Disposable-Breathable-Comfortable/dp/B08J2K5NR3/ref=sr_1_285?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-285,Made in USA - CHTUS Disposable Face Masks - 50 PCS - 3-Ply Breathable & Comfortable Safety Mask (Black),,4.3 out of 5 stars,489 ratings,In Stock., Made in the USA 【MADE IN USA】50 Pcs made in USA premium quality face masks 【3 - PLY】Three layers of protection. Premium filter protects nose and mouth against fluids 【COMFORT】Universal fitted elastic ear loops for comfortable wear. State of the art design allows for breathability all day long 【LATEX FREE】,"universal, ",black,NA,3-ply,unisex,disposable,elastic
398,/Disposable-Masks-Adult-Safety-Protection/dp/B08F2H35ZN/ref=sr_1_286?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-286,"Face Mask, Disposable Masks for Adult 3-Ply Mouth Cover Dust Safety Protection (Pack of 50)",,4.7 out of 5 stars,312 ratings,In Stock.," 3 LAYERS OF MATERIAL - The facemask is made of 3 layers of high-quality skin-friendly non-woven fabric & meltblown interior filter to last all day. Pack of 50 pcs masks disposable bulk, enough to meet your family /staff /friends' demands. BREATHABLE AND COMFORTABLE - The Jiehuxi disposable face mask are used for healthcare and general daily use for personal protection. The face mask with adjustable nose clip design for a comfortable fit, one size fits all. WIDELY USE - These adult face masks are suitable for Office, home, salon, cycling, grocery store, doctors' visits and simply general public. It' s a best mask to wear it when you travel through congested airports, bus terminals, malls, party and busy city streets. Keep you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. NOT FOR MEDICAL USE - The disposable masks should only be worn as a precautionary measure as they are not proven to reduce the transmission of any disease. They are not intended for industrial or medical use. NOTES - High quality certified face masks. Please feel free to contact us if you have any questions. Our USA customer service team is ready to help.","adult, ",red,non-woven melt-spray,filter pocket,mens,disposable,NA
399,/Weddingstar-Washable-Reusable-Adjustable-Protective/dp/B08886XB72/ref=sr_1_287?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-287,Weddingstar 3-Ply Adult Washable Cloth Face Mask Reusable and Adjustable with Filter Pocket - Buffalo Plaid,,4.6 out of 5 stars,"2,395 ratings",In Stock.," Mask: 6.75"" (L) x 5.25"" (H), Ear Straps: 3.55"". Face mask only. 3 layers of superior protection against allergens, particles and pollutants. Use the insert sleeve with our disposable PM2.5 filter (sold separately) for increased coverage Adjustable ear straps to maximize comfort. Flexible wire nose band for best fit and also prevents fogging when mask is worn with glasses. Modern design for maximum breathability. 100% Cotton & Rayon. Hand wash in cold water & hang to dry. We recommend replacing your disposable filter with each use. Non-Medical Mask","adult, ",plaid,cotton,filter pocket,mens,disposable,adjustable
400,/Adjustable-Reusable-Washable-Filter-Pocket/dp/B08GVR9ZMK/ref=sr_1_288?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-288,Cloth Face Mask Washable Face Mask with Nose Wire | 3 Layer Comfortable 100% Cotton and Adjustable Adult Masks (2 Pack),,4.4 out of 5 stars,975 ratings,In Stock.," 100% Cotton Imported ✔️ PREMIUM QUALITY: A 3-D comfortable lightweight reusable mask to leave on all day. 100% BCI OEKO-TEX certified cotton, PPE gauze triple layer washable cloth face mask is treated with DuPont Silvadur Technology for fabric sustainability and airborne pollutants particle control. ✔️ EXCEPTIONAL FEATURES IN ONE MASK: Reusable face masks are optimized with sturdy nose bridge wire to reduce fogging for glasses wearers. adjustable elastic ear loops to avoid sliding off and gives full chin coverage. Engineered to provide an optional filter pocket for extra protection in a crowded and extreme polluted area. ✔️ HIGH PROTECTION PERFORMANCE: Safety nano 3 ply men face mask is treated with silvadur technology to reduce odors from sweat and preserve fabric sustainability. Ideal gym workout masks are machine washable and reusable, it remains high performance after 30+ washes. ✔️ULTIMATE USAGE: Stand out from the crowd with engineered designer cloth facemask: Fashion masks, blank, solid colors or floral patterns are available. Premium quality travel mask material that can provide a comfortable protective layer suitable for cycling, camping, running, traveling, climbing and daily use. ✔️100% CUSTOMER SATISFACTION: Adult size fits most large teens and adults. Wear cloth face coverings in public settings and wash after each use of face mask pack. We care for our customers' satisfaction. If you have any questions on how to use the product or how to fit you better, feel free to contact us.","large, adult, ",various,cotton,filter pocket,mens,reusable,elastic
401,/Disposable-Breathable-Comfortable-Protective-Outdoor/dp/B08CXM96HN/ref=sr_1_289?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-289,"50 Pcs Disposable Face Mask 3-Ply Breathable & Comfortable Safety Mask, Protective Dust Masks for Indoor and Outdoor",,4.6 out of 5 stars,"3,143 ratings",In Stock.," Individual Package:: Keep the blue-side outside and the nose clip on the upper side. Dispose of masks after each use. This package includes 50 individually wrapped face mask, which can avoid the pollution caused by touch when taking the mask. Can be perfectly placed in your backpack, purse and pocket. Convenient to carry and use. 3-Layer Protective: Three-layer disposable masks with high-quality safety standard non-woven fabric, which can be used by children and adults. The inner layer is made of soft facial tissue, is non-pigmented and soft to the skin. Comfortable & Breathable: High-elastic ear loops and adjustable nose clip to ensure a comfortable fit and add no strains to the ears. Easy to use, cover mouth, nose and chin. Helping to Create a Tight Seal & Stop Glasses from Fogging. Widely Use: School, office, home, public transportation, city streets, malls, parks, cycling, sports, stores & More. Effectively resist dust, particulate matter, automobile exhaust, etc. Perfect For families, office staff & warehouse workers, etc... Excellent Service - Please confirm package and products are complete asap after you receive the safety masks. If you have any doubts about HUHETA face masks, we are always here to help you.",childrens,blue,non-woven melt-spray,3-ply,mens,disposable,elastic
402,/Skin1004-Zombie-Pack-set-treatments/dp/B06XZV7ZGC/ref=sr_1_290?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-290,"SKIN1004 Zombie Pack - Wash off Face Mask for Aging Skin, Fine Lines Wrinkles, Enlarged Pores, Dryness, Lifting and Hydrating (1 Box (8 masks))",,4.4 out of 5 stars,"4,988 ratings",In Stock.," A 8-in-1 full-face TREATMENT MASK : in only 15 minutes, get a facial that 1. Reduces fine lines and wrinkles, 2. Visibly lifts up your skin, 3. Clears small breakouts and acne 4. Tightens enlarged pores, 5. Hydrates your skin deeply, 6. Improves skin texture by gently removing dead cells, 7. Balances the epidermis pH level, 8. Brightens your complexion with a ""just-came-out-the-spa"" glow NO PAIN, NO GAIN! 15 minutes of horror for a 15 years younger-looking skin… doesn’t sound so bad! After mixing the powder and activator, apply the mask on your face and feel it getting to work instantly! DISCLAIMER: the “not-so flowery” scent of the Zombie Pack is caused by “albumin”, a natural ingredient extracted from egg whites proven for tightening and lifting effects. We strictly limit the amount of artificial ingredients (such as fragrances), so please bear it for a little while~ ALBUMIN & ALOE VERA EXTRACT sinks deep into skin, offering intense hydration and an instant lifting effect. Other natural ingredients include allantoin, lavender oil, centella asiatica, sea buckthorn extract, birch extract, adenosine, and rose of jericho extract Contains 8 Zombie Pack sets (powder + activator) and 1 brush | Made in Korea","large, small, ",red,NA,NA,mens,NA,NA
403,/Multicolor-Disposable-Masks-Layers-Design/dp/B08NXGRKJ9/ref=sr_1_291?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-291,"50 PCS Disposable Face M asks, 3 Layers Breathable Safety M asks with Elastic Earloops for Adult",,4.5 out of 5 stars,"1,372 ratings",," 【50 Pieces 】The 50 Pcs Disposable 3 Ply Safety Face Mask have 5 colors, each color is individually packaged(10pcs Navy 10pcs Black 10pcs White 10pcs Pink 10pcs Grey). 【Premium Disposable Face M asks】Made of high-quality non-woven material, the disposable masks are skin-friendly, comfortable and breathable. 【3-LAYERS M ASKS 】 With a melt-blown polypropylene filtration layer, keep your mouth covered and protected from pollution,chemicals, fluids and dust with this Disposable Face M ask Value Pack.Black Disposable Face M asks. 【General Size M ASKS】 One size for most adult men or women, also suitable for teenagers.It’s a best protection to wear it when you in office, travel through congested airports, malls, bus terminals, party and busy city streets 【Widely Application】 Perfect m ask when travelling through congested airports bus terminals malls parks and busy city streets.","adult, ",various,non-woven melt-spray,3 ply,unisex,disposable,elastic
404,/nvyue-Covering-Adjustable-Washable-Reusable/dp/B08HQ2FFWF/ref=sr_1_292?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-292,"nvyue 5 Pack Unisex Face Covering, Facial Covering with Adjustable Nose Wire,Black Dust Cotton, Washable and Reusable Cloth for Men and Women",,4.2 out of 5 stars,869 ratings,In Stock.," Face Covering Unisex black, Mouth Covering and Dust Coveringstylish design. It protects you while making you look very stylish and beautiful. 3D three-dimensional design, exquisite skin-friendly fabric, soft and not easy to deform, close fit and breathable. There is a nose clip to fit secure for nose beam,therefore they do fit close to the face very well at the nose area. Nose bridge wire:our cotton mouth Face Protections have adjustable nose bridge wire so that can dust proof going through and your glasses won't fog up. Face Covering can be washed by hand or in normal water in warm water.Washable, Reusable and Breathable! Mouth Covering is Suitable for cycling, camping, running, traveling, climbing and daily use.",universal,black,cotton,NA,unisex,reusable,NA
405,/BeatBasic-Dust-Mouth/dp/B088D7HG5M/ref=sr_1_293?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-293,Pack 3 Dust Mouth Cover - Reusable Cloth Comfy Breathable Material,$7.64 ,4.4 out of 5 stars,"10,181 ratings",In Stock.," Other ✅ ""IKJK direct"" is only seller who sell this BeatBasic dust proof Face Protection.IKJK Classical dust proof mouth Face Protection.This inner is made of cloth.Very Soft and Breathable,Washable. ✅ Dust Proof protection mouth Face Protection for cycling, camping, hiking, for your mouth and face from dust, cold, ash, pollen. ✅ Our BeatBasic Face Protection has been designed for any user(Child Over 12 years of age).Very useful and very fashionable. ✅ Cloth mouth mask cares for your skin keep fresh. ✅ Package includes: 3 PIECES Face Protections include.Of course with BeatBasic package.",universal,NA,NA,NA,unisex,reusable,NA
406,/NYBEE-Cooling-Breathable-Comfortable-Washable/dp/B08T84BPTH/ref=sr_1_294?dchild=1&keywords=face+mask&qid=1618896681&s=hpc&sr=1-294,"NYBEE Sport Cooling Protex 24 Hour Breathable And Comfortable Copper And Silver Face Mask Washable, Unisex-1pack",,4.3 out of 5 stars,74 ratings,In Stock.," Micro silver ion(Ag+) polyester 85%,  Polyurethane 7%, Copper 8% blended fiber Imported [Copper+Silver] NYBEE Sport Cooling Protex Micro Copper And Silver Mask helps to provide great cooling effect, odor prevention, wicks away moisture and makes your skin feel fresh, soft, comfort all day and help regulate skin temperature. [3 Layer Nano Tech] NYBEE Cooling Protex new silver and copper mask is an ultra-lightweight and soft performance fabric that utilizes silver and copper ions to extra break down odor and deodorizing effect 24 hours. [Breathable X2] NYBEE Sports cooling protex copper+silver mask Allows for an easier breathing experience technology. Durable & Stretchy, Comfortable Earloop Fit. Extra softly wrap around the face for a smooth, soft, comfy and irritating protection. [Durable & Washable] UPF 50+ fabric technology protects your skin from the sun's 99.9% of UV rays. Wicks moisture away and makes your skin feel fresh all day. Easy to Hand Wash & Quick Dry without clammy and crack. [Comfortable] Best for winter, spring and even great for all weather four season. Our masks will keep you comfortable and good looking whether you're at home and at work, school, drive, travel, party, golf, sport or trips to the supermarket and gym. Count on the COOLING PROTEX fashion mask family of products for everyday usage: Stay cool and wearing Yourself and family from the Sun With Our COOLING PROTEX!",universal,NA,polyester,3 layer,unisex,reusable,elastic
407,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg12_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_295_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896681%26s%3Dhpc%26sr%3D1-295-spons%26psc%3D1&qualifier=1618896681&id=5949289990302890&widgetName=sp_btf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,mens,NA,elastic
408,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg12_1?ie=UTF8&adId=A08345373F252PW6OUI1T&url=%2FBiwisy-50pcs-3-Ply-Disposable-Breathable%2Fdp%2FB08CXMR7R6%2Fref%3Dsr_1_296_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896681%26s%3Dhpc%26sr%3D1-296-spons%26psc%3D1&qualifier=1618896681&id=5949289990302890&widgetName=sp_btf,Biwisy 50pcs 3-Ply Disposable Face Mask Breathable Black Masks of 50 PCS Black,,4.6 out of 5 stars,"23,999 ratings",In Stock., Package: 50 Pcs black disposable face mask packaged in a box These Masks Should Be Disposed of after Each. 50Pcs Disposable Mask: Includes 50 pcs black disposable masks. How to use the mask: 1. Keep the black-side outside 2.Keep the nose clip on the upper side.,universal,black,NA,3-ply,unisex,disposable,NA
409,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg12_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_297_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896681%26s%3Dhpc%26sr%3D1-297-spons%26psc%3D1&qualifier=1618896681&id=5949289990302890&widgetName=sp_btf,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,NA,NA,NA,unisex,NA,NA
410,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg13_1?ie=UTF8&adId=A068621630XCNK9M9NXSE&url=%2FFatCat-Wall-Graphics-Breathable-Adjustable%2Fdp%2FB08D61893W%2Fref%3Dsr_1_290_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896744%26s%3Dhpc%26sr%3D1-290-spons%26psc%3D1%26smid%3DA38W5I3NXGCR6J&qualifier=1618896744&id=3137945418209332&widgetName=sp_atf_next,FatCat Wall Graphics 4Pcs Cotton Breathable Face Bandanas Washable Reusable Adjustable ear-hanger Cotton,,4.2 out of 5 stars,332 ratings,In Stock.," Material:Very soft, durable and breathable material for four season.Made of extremely light materials, which means you can easily wear them for several days. Helpful：Comfortable and harmless, you can easily wear glasses.Cooling For Summer. Comfortable nasal pressure adjustment-prevents fogging of glasses Washable and Reusable, printed dust-proof face Balaclava for children women men Design：Adjustable ear straps to maximize comfort. Modern design for maximum breathability. Fashion Style Face Protections are ideal for dust, pollen, crafts, gardening, travel.A perfect birthday Protect you from dust, small particles on air, pollen and more, ideal for running, walking, jogging, and any other outdoor activities. Suitable for indoor family and outdoor travel, trains, airports, streets and any other public places.",childrens,NA,cotton,NA,unisex,reusable,adjustable
411,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg13_1?ie=UTF8&adId=A03378133HK4U3WTY6GDI&url=%2FBracket-Nasal-Pad-Breathing-Mask-Nose-Mask-Mouth-Protection%2Fdp%2FB08GLLJRS1%2Fref%3Dsr_1_291_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896744%26s%3Dhpc%26sr%3D1-291-spons%26psc%3D1&qualifier=1618896744&id=3137945418209332&widgetName=sp_atf_next,"（10 PCS）3D Mask Bracket-Nasal Mask Pad-Breathing Mask-Nose Breathing Mask-Mouth and Nose Protection Lipstick Protection Bracket,Increase Breathing Space Helps Smooth Breathing",,3.8 out of 5 stars,440 ratings,In Stock.," 【Reusable and Washable】:Made of food grade silicone material, which is safe, washable and reusable.You can reuse the 3D Mask Bracket to increase the number of mask used and solve the problem of shortage of mask. 【More Space for Breathing】：It holds up the mask fabric around the mouth to create more breathing space when a mask is put on face. 【Makeup Protection】：It makes the mask not to stick lipstick, protecting your perfect makeup from being messed up. 【Prevent Fogging and Not Stuffy】：When wearing glasses to prevent fogging and keep the internal hygiene of the mask. The 3D mask holder cross is designed to fit the face of the nose bridge. Breathing is smoother, breathable and not stuffy. 【Note】: This product link only sells 3D mask holders, with no masks！You can get 10 PCS 3D Mask Bracket Silicone Face Bracket Inner Support Frame.Using double sided tape or thread to fasten the silicone frame can make it work better.",universal,NA,NA,NA,unisex,reusable,NA
412,/TRAVLEISURE-ADJUSTABLE-REUSABLE-WASHABLE-FACE/dp/B0879464BL/ref=sr_1_292?dchild=1&keywords=face+mask&qid=1618896744&s=hpc&sr=1-292,"TRAVLEISURE ADJUSTABLE, REUSABLE, WASHABLE FACE MASK - ADULT / BAMBOO / NAVY",,4.2 out of 5 stars,"3,756 ratings",In Stock.," TRAVLEISURE: Anti-wrinkle, breathable, odor-resistant and ultrasoft dual fabric technology suitable for travel and leisure ECO-FRIENDLY COVERING: Made using real bamboo fabric with tight-knit outer construction; enhanced barrier against transmission of small particles or droplets in the air from landing in or being inhaled through the mouth or nose COMFORT: Dual layer of 95% bamboo 5% Spandex offers exceptional breathability plus ultrasoft feel against the face compared to standard cotton or polyester masks; stretchy ear loops and adjustable wire nose fitting ensure comfort over long periods for any size face FUNCTIONAL ANYWHERE: Small, foldable and wrinkle-free, this stylish face mask can be used anywhere to keep you fashionable and safe; commuting to work on the train or bus, traveling domestically or internationally, attending a conference, exercising, or simply heading out for a walk in the park WASHABLE & REUSABLE: Machine wash cold, lay flat to dry, do not bleach; fibers maintain structure and softness even after many washes","small, adult, ",various,mixed material,NA,mens,reusable,elastic
413,/FLTR-General-Disposable-Masks-Black/dp/B08MY15HHC/ref=sr_1_293?dchild=1&keywords=face+mask&qid=1618896744&s=hpc&sr=1-293,"FLTR General Use Face Mask, 50 Disposable Masks (50, Black)",,4.8 out of 5 stars,317 ratings,In Stock., Fabric Imported Provides ≥95% Filtration Level with a Particle Size of 0.3 Microns Adjustable Nose Piece and Elastic Ear Loop for Tight Fit Available in Blue or Black. Brand FLTR Size Regular Quantity 50 Disposable Not Approved for use by Medical Professionals Intended for use as a General Use Mask Only NOT FOR MEDICAL USE,universal,various,NA,NA,unisex,disposable,elastic
414,/igozen-unisex-Nanosase-Sports-Spandex/dp/B08NHBTLJN/ref=sr_1_294?dchild=1&keywords=face+mask&qid=1618896744&s=hpc&sr=1-294,"igozen 5 Pack unisex kids face masks Nanosase G Sports face masks BNS Poly Spandex Face Mask Cover (Kids Black face mask, Set of 5)",,4.5 out of 5 stars,125 ratings,In Stock.," BNS Poly Spandex Made in the USA Pull On closure ✅ PACKAGING: In Authentic Nanosase® Vacuum Sealed Tamper-Proof Retail Packaging | nano face mask or cover | License US patented NANO processing fabric treatment technology | A better option for sports where breathability is required such as exercises, cycling, running, travel, school and daily use. ✅ TOTAL: 5 Black Kids face masks/covers | Made in USA for Age 5–11 Stretchable, One Size Fits Most | Unisex | iGozen® since 2012 USA Brand License & Trademark | Ship within 1-3 days from California | Non Medical Use | Due to hygiene reasons, item can’t be returned once opened. ✅ MASK MATERIAL: High Density “BNS” Polyester Spandex Blend, Multiple Micro Layers of nonwoven fabric to form the thickness. Lab tested for Protection | Poly Spandex are not like cotton fabric. It’s a synthetic fiber, much like your medical mask, which are measured by density not measured by layers for protection. ✅ MASK DESIGN: | Water Resistant | Washable | Breathable | Wrinkle Free | No Sewn Stitch | Stretchable 3D facial design | Ultra-Thin, Soft and extremely light to wear. ✅ KEEPING any fabric face masks or mask cover from losing their protective qualities: we recommend replacing the face mask often | Assuming the average washes is 15 |  ""Always Wash New before Wearing""  Hand Wash & Air Dry Recommended for most efficient use.",childrens,various,mixed material,NA,unisex,reusable,elastic
415,/Earloops-Disposable-Particulate-Respirator-Healthcare/dp/B08R55JR6R/ref=sr_1_295?dchild=1&keywords=face+mask&qid=1618896744&s=hpc&sr=1-295,"10-Pack KN95 Face Mask (FDA EUA List), Ziplock Heat Sealed Pouch, Earloops, Thick 4 Ply Disposable Face Masks, Particulate Respirator for Dust, Haze, PM2.5, Adults, Teens, Healthcare Worker Use",,4.5 out of 5 stars,191 ratings,In Stock.," 【Approved KN95 on FDA/EUA List】 -- Manufactured by and compatible with Guangzhou Powecom Labor Insurance Supplies Co., Ltd. Masks on this list are approved for use by healthcare personnel in medical settings during the emergency use authorization 【4 Layer Protection】 -- Multi-layer construction protects against dust, particles and droplets. ≥ 95%+ Filtration. Extensively tested by The National Personal Protective Technology Laboratory (NPPTL) in multiple tests to achieve ≥ 98-99%+ filtration. 【Elastic Earloop and Metal Adjustable Nose Clip】 -- High elasticity earloops make it easy and convenient to wear. Adjustable nose clip allows the mask to be custom fit to your face. 【Hygienic and Genuine】 -- Heat sealed, ziplock reusable pouch ensures the safety and integrity of masks. Anti-counterfeit sticker verifiable directly with manufacturer. 【What's Included】 -- 10 pcs KN95 face masks in heat sealed, ziplock reusable pouch. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.","adult, ",red,NA,kn95,mens,disposable,elastic
416,/Shaper-Corset-Pack-Cloth-Washable/dp/B08QND568S/ref=sr_1_296?dchild=1&keywords=face+mask&qid=1618896744&s=hpc&sr=1-296,"Shaper Corset 6 Pack Cloth Face Mask Washable with Nose Wire - Filter Pocket,Reusable Cotton Fabric Adjustable Face Masks for Men and Women",,4.8 out of 5 stars,136 ratings,In Stock.," 【Package includes】：You will receive 6 pack cloth face masks, black x3, burgundy x1, light gray x1, royal blue x1. One size fits for most people. 【High-quality material】： These fashion face masks are handmade with 60%-70% cotton fabrics and 30-40% polyester.They are cute ,breathable, and very durable.It is very comfortable to wear and very good-looking for adults, and it is also very good with clothing. 【Washable and Reusable Face Mask】：These washable face mask for women and men will not shrink,can be reused. More hygienic and stays in place better than wearing a scarf, bandana, neck wrap or balaclava. 【Broad applicability and Protection】 : Face mask with filter pocket providing more protection for your face and mouths.You can insert the filter in the pocket(there is no filter in this set, it needs to be purchased separately).This product will protect you from outdoor,cold,ash,pollen,fog ,haze,vehicle exhaust,passive smoking and so on.For a variety of locations, such as commuting, schooling, cleaning, gardening, hiking and outdoor activities. 【Comfortable and Adjustable】 : Three layers cotton face mask with nose wire helps create a comfortable barrier for nose and mouth.It has an elastic earloop, you can wear it for a long time.It can be adjusted according to your face to make it fit better.","adult, ",various,mixed material,filter pocket,unisex,reusable,elastic
417,/XDX-Disposable-Printed-Breathable-Adjustable/dp/B08TWYPJ2K/ref=sr_1_297?dchild=1&keywords=face+mask&qid=1618896744&s=hpc&sr=1-297,"XDX 60 Pack Disposable Face Masks, Face Mask for Women Men with Printed Leopard Design Breathable 3 Layer with Adjustable Ear Loops & Nose Wire",,4.6 out of 5 stars,332 ratings,In Stock.," Stylish Leopard Print Masks-- Ditch those boring masks for something a bit more fun! Our fabulous face mask comes in fashion leopard patterns (brown, yellow, blue) , womens will love to mix and match. Ultra-soft and comfortable, our disposable face masks for womens can be worn everyday. 3-Ply For Tripple Protection - Disposable face masks with designs made with premium quality non-woven materials and provide protect effectively. The innermost layer is super soft and gentle on the skin, and the out leak-proof layer covers the high density filter. Super Comfy & Easy to Breathe - Face mask for women inner layer is made of soft facial tissue, gentle on your skin. Breathable face mask designed for the utmost in comfort, gentler ear loops and adjustable nose piece fits perfectly. Large coverage and comfortable for extended wear, get compliments everywhere you go! Upgraded 3D Considerate Design – Mask for women ear loops fit comfortably around ears, which has great comfort and stretch. Adjustable metal nose strips help mask stay put during wear and are suit for glasses wearers who want to reduce their lenses fogging up! Vacuum Packaging & Multi Use - Designer face mask has three fashionable patterns, each pattern has 20pcs and separate package, total 60pcs. Choose from a variety of 3 patterns and alternate these masks to mix and match. Keep our face masks for yourself or share a pack with friends and family!","large, ",various,non-woven melt-spray,3-ply,unisex,disposable,adjustable
